,YY,MM,DD,VAL
0,2013,12,31,26.7542
1,2014,1,1,28.3267
2,2014,1,2,35.7225
3,2014,1,3,21.1333
4,2014,1,4,8.6917
5,2014,1,5,19.09
6,2014,1,6,29.6517
7,2014,1,7,22.945
8,2014,1,8,27.5825
9,2014,1,9,35.3492
10,2014,1,10,102.177
11,2014,1,11,67.36
12,2014,1,12,51.4542
13,2014,1,13,11.435
14,2014,1,14,23.1192
15,2014,1,15,22.2025
16,2014,1,16,9.2183
17,2014,1,17,19.2058
18,2014,1,18,11.9583
19,2014,1,19,18.5525
20,2014,1,20,31.5517
21,2014,1,21,18.4883
22,2014,1,22,23.4525
23,2014,1,23,15.3792
24,2014,1,24,17.03
25,2014,1,25,22.0125
26,2014,1,26,44.9908
27,2014,1,27,67.5033
28,2014,1,28,46.3175
29,2014,1,29,22.4875
30,2014,1,30,12.0067
31,2014,1,31,18.945
32,2014,2,1,12.9725
33,2014,2,2,11.0908
34,2014,2,3,14.6858
35,2014,2,4,13.6942
36,2014,2,5,11.1558
37,2014,2,6,12.7125
38,2014,2,7,12.4567
39,2014,2,8,13.0475
40,2014,2,9,8.16
41,2014,2,10,19.7992
42,2014,2,11,13.7375
43,2014,2,12,8.5825
44,2014,2,13,8.7758
45,2014,2,14,19.7158
46,2014,2,15,19.1383
47,2014,2,16,14.3608
48,2014,2,17,23.595
49,2014,2,18,15.3958
50,2014,2,19,30.6642
51,2014,2,20,29.6508
52,2014,2,21,26.4167
53,2014,2,22,19.925
54,2014,2,23,19.035
55,2014,2,24,24.8192
56,2014,2,25,39.2483
57,2014,2,26,12.1008
58,2014,2,27,25.72
59,2014,2,28,6.5625
60,2014,3,1,9.775
61,2014,3,2,18.8683
62,2014,3,3,16.2983
63,2014,3,4,19.7125
64,2014,3,5,8.12
65,2014,3,6,21.6967
66,2014,3,7,45.0383
67,2014,3,8,53.3083
68,2014,3,9,50.6025
69,2014,3,10,53.9242
70,2014,3,11,61.9458
71,2014,3,12,51.9483
72,2014,3,13,70.0292
73,2014,3,14,59.6575
74,2014,3,15,35.6808
75,2014,3,16,25.5458
76,2014,3,17,70.8575
77,2014,3,18,21.2908
78,2014,3,19,45.0333
79,2014,3,20,69.8725
80,2014,3,21,28.6433
81,2014,3,22,2.9833
82,2014,3,23,2.9058
83,2014,3,24,7.345
84,2014,3,25,11.5942
85,2014,3,26,12.6433
86,2014,3,27,19.5258
87,2014,3,28,19.5892
88,2014,3,29,24.0342
89,2014,3,30,31.785
90,2014,3,31,25.0233
91,2014,4,1,32.3275
92,2014,4,2,43.3392
93,2014,4,3,53.9192
94,2014,4,4,37.3342
95,2014,4,5,25.4992
96,2014,4,6,30.075
97,2014,4,7,32.5317
98,2014,4,8,4.53
99,2014,4,9,11.6283
100,2014,4,10,20.2867
101,2014,4,11,15.3967
102,2014,4,12,17.5733
103,2014,4,13,22.0583
104,2014,4,14,8.3842
105,2014,4,15,11.301
106,2014,4,16,13.6675
107,2014,4,17,25.6058
108,2014,4,18,9.3033
109,2014,4,19,14.2625
110,2014,4,20,6.9192
111,2014,4,21,11.9208
112,2014,4,22,14.3433
113,2014,4,23,13.3592
114,2014,4,24,10.1808
115,2014,4,25,13.6408
116,2014,4,26,7.3133
117,2014,4,27,5.5967
118,2014,4,28,7.8767
119,2014,4,29,6.2192
120,2014,4,30,6.68
121,2014,5,1,6.1725
122,2014,5,2,7.8775
123,2014,5,3,4.4492
124,2014,5,4,9.2383
125,2014,5,5,19.1017
126,2014,5,6,14.4683
127,2014,5,7,12.4867
128,2014,5,8,17.5242
129,2014,5,9,20.7558
130,2014,5,10,14.5942
131,2014,5,11,6.9383
132,2014,5,12,7.8842
133,2014,5,13,4.1408
134,2014,5,14,3.445
135,2014,5,15,5.07
136,2014,5,16,6.2708
137,2014,5,17,12.4567
138,2014,5,18,19.1167
139,2014,5,19,18.6817
140,2014,5,20,20.2667
141,2014,5,21,28.2392
142,2014,5,22,17.7275
143,2014,5,23,13.885
144,2014,5,24,13.8025
145,2014,5,25,13.9042
146,2014,5,26,10.1075
147,2014,5,27,10.6108
148,2014,5,28,10.93
149,2014,5,29,9.6158
150,2014,5,30,11.7575
151,2014,5,31,9.2408
152,2014,6,1,5.4708
153,2014,6,2,12.8108
154,2014,6,3,7.555
155,2014,6,4,10.6692
156,2014,6,5,21.2717
157,2014,6,6,23.7217
158,2014,6,7,23.0875
159,2014,6,8,27.9033
160,2014,6,9,22.4442
161,2014,6,10,24.8192
162,2014,6,11,17.0292
163,2014,6,12,13.9025
164,2014,6,13,13.2775
165,2014,6,14,5.975
166,2014,6,15,8.2367
167,2014,6,16,11.7
168,2014,6,17,7.64
169,2014,6,18,10.65
170,2014,6,19,7.48
171,2014,6,20,18.279999
172,2014,6,21,24.246666
173,2014,6,22,15.108333
174,2014,6,23,11.646666
175,2014,6,24,8.485
176,2014,6,25,13.074999
177,2014,6,26,12.509166
178,2014,6,27,11.041666
179,2014,6,28,9.679166
180,2014,6,29,2.3625
181,2014,6,30,9.331666
182,2014,7,1,5.914166
183,2014,7,2,6.309999
184,2014,7,3,13.096666
185,2014,7,4,11.218333
186,2014,7,5,17.829999
187,2014,7,6,10.615
188,2014,7,7,3.225454
189,2014,7,8,3.155833
190,2014,7,9,11.116666
191,2014,7,10,13.6175
192,2014,7,11,14.769999
193,2014,7,12,7.949166
194,2014,7,13,13.840833
195,2014,7,14,12.970833
196,2014,7,15,12.938333
197,2014,7,16,20.560833
198,2014,7,17,24.813333
199,2014,7,18,24.0925
200,2014,7,19,24.001666
201,2014,7,20,12.545
202,2014,7,21,14.350833
203,2014,7,22,16.882499
204,2014,7,23,8.514166
205,2014,7,24,12.946666
206,2014,7,25,5.8
207,2014,7,26,7.26
208,2014,7,27,9.676666
209,2014,7,28,6.590833
210,2014,7,29,7.383333
211,2014,7,30,13.167499
212,2014,7,31,14.275833
213,2014,8,1,7.801666
214,2014,8,2,6.849166
215,2014,8,3,8.059166
216,2014,8,4,9.368333
217,2014,8,5,9.295833
218,2014,8,6,14.079166
219,2014,8,7,13.126666
220,2014,8,8,16.515
221,2014,8,9,9.245
222,2014,8,10,15.953333
223,2014,8,11,12.709166
224,2014,8,12,7.18
225,2014,8,13,5.455833
226,2014,8,14,5.863333
227,2014,8,15,6.1925
228,2014,8,16,4.585
229,2014,8,17,9.289166
230,2014,8,18,7.64
231,2014,8,19,8.928333
232,2014,8,20,9.239166
233,2014,8,21,13.197499
234,2014,8,22,9.581666
235,2014,8,23,5.6875
236,2014,8,24,7.850833
237,2014,8,25,10.715
238,2014,8,26,9.786666
239,2014,8,27,10.165833
240,2014,8,28,17.4375
241,2014,8,29,21.1725
242,2014,8,30,9.436666
243,2014,8,31,4.136666
244,2014,9,1,5.230833
245,2014,9,2,8.468333
246,2014,9,3,11.513333
247,2014,9,4,13.145
248,2014,9,5,8.013333
249,2014,9,6,13.495
250,2014,9,7,19.532499
251,2014,9,8,17.011666
252,2014,9,9,12.620833
253,2014,9,10,9.195833
254,2014,9,11,9.41
255,2014,9,12,11.105
256,2014,9,13,12.914166
257,2014,9,14,16.700833
258,2014,9,15,17.382727
259,2014,9,16,17.371666
260,2014,9,17,16.960833
261,2014,9,18,10.825
262,2014,9,19,13.916666
263,2014,9,20,12.6375
264,2014,9,21,3.515
265,2014,9,22,10.603333
266,2014,9,23,15.312499
267,2014,9,24,21.159166
268,2014,9,25,26.330833
269,2014,9,26,28.114166
270,2014,9,27,37.521667
271,2014,9,28,26.845833
272,2014,9,29,22.870833
273,2014,9,30,24.400833
274,2014,10,1,22.871666
275,2014,10,2,19.222499
276,2014,10,3,18.798333
277,2014,10,4,19.308333
278,2014,10,5,25.299166
279,2014,10,6,22.838333
280,2014,10,7,11.44
281,2014,10,8,21.003333
282,2014,10,9,32.802499
283,2014,10,10,17.493333
284,2014,10,11,12.964166
285,2014,10,12,14.269999
286,2014,10,13,4.38
287,2014,10,14,12.249166
288,2014,10,15,16.33
289,2014,10,16,17.166666
290,2014,10,17,17.176666
291,2014,10,18,20.645833
292,2014,10,19,20.765833
293,2014,10,20,21.296666
294,2014,10,21,7.847499
295,2014,10,22,4.136666
296,2014,10,23,7.329166
297,2014,10,24,16.967499
298,2014,10,25,26.76
299,2014,10,26,29.02
300,2014,10,27,37.838333
301,2014,10,28,59.954166
302,2014,10,29,59.633334
303,2014,10,30,54.439999
304,2014,10,31,34.908333
305,2014,11,1,26.193332
306,2014,11,2,23.080833
307,2014,11,3,12.220833
308,2014,11,4,8.516666
309,2014,11,5,7.811666
310,2014,11,6,9.334166
311,2014,11,7,18.007499
312,2014,11,8,18.334166
313,2014,11,9,11.404999
314,2014,11,10,6.628333
315,2014,11,11,5.814166
316,2014,11,12,14.815833
317,2014,11,13,20.4125
318,2014,11,14,13.538333
319,2014,11,15,9.640833
320,2014,11,16,10.37
321,2014,11,17,8.756666
322,2014,11,18,17.6525
323,2014,11,19,15.455833
324,2014,11,20,32.293332
325,2014,11,21,40.909166
326,2014,11,22,49.593333
327,2014,11,23,54.764167
328,2014,11,24,62.569999
329,2014,11,25,37.051666
330,2014,11,26,33.924999
331,2014,11,27,24.7775
332,2014,11,28,17.479166
333,2014,11,29,18.490833
334,2014,11,30,14.356666
335,2014,12,1,23.295833
336,2014,12,2,32.250833
337,2014,12,3,29.591666
338,2014,12,4,25.360833
339,2014,12,5,22.294166
340,2014,12,6,18.441666
341,2014,12,7,30.761666
342,2014,12,8,18.715833
343,2014,12,9,19.424166
344,2014,12,10,34.644999
345,2014,12,11,49.858333
346,2014,12,12,46.0425
347,2014,12,13,52.964166
348,2014,12,14,47.42
349,2014,12,15,17.334167
350,2014,12,16,13.290833
351,2014,12,17,24.8375
352,2014,12,18,40.081667
353,2014,12,19,48.41
354,2014,12,20,30.374999
355,2014,12,21,47.128334
356,2014,12,22,49.418332
357,2014,12,23,50.779999
358,2014,12,24,33.261666
359,2014,12,25,7.1175
360,2014,12,26,16.693333
361,2014,12,27,22.724999
362,2014,12,28,6.771666
363,2014,12,29,20.0875
364,2014,12,30,43.500833
